"","x"
"1",0.0519696703487468
"2",0.0519696703487468
"3",0.0519696703487468
"4",0.0519696703487468
"5",0.0519696703487468
"6",0.0519696703487468
"7",0.0519696703487468
"8",0.0519696703487468
"9",0.0519696703487468
"10",0.0519696703487468
"11",0.0548218307170284
"12",0.0548218307170284
"13",0.0548218307170284
"14",0.0548218307170284
"15",0.0548218307170284
"16",0.0548218307170284
"17",0.0516165141807571
"18",0.0516165141807571
"19",0.0537159698489642
"20",0.0537159698489642
"21",0.0536139980215473
"22",0.0536139980215473
"23",0.0538930415522501
"24",0.0538930415522501
"25",0.0518801030883729
"26",0.0522954328276669
"27",0.0522954328276669
"28",0.0522954328276669
"29",0.0522954328276669
"30",0.0535523802793257
"31",0.0535523802793257
"32",0.0535523802793257
"33",0.0535523802793257
"34",0.0540194996623963
"35",0.0540194996623963
"36",0.05365075133089
"37",0.05365075133089
"38",0.05365075133089
"39",0.0551303017292419
"40",0.0531475187710064
"41",0.0531475187710064
"42",0.0531475187710064
"43",0.0531475187710064
"44",0.0531475187710064
"45",0.0531475187710064
"46",0.0531475187710064
"47",0.0531475187710064
"48",0.0531475187710064
"49",0.0531475187710064
"50",0.0533601785790824
"51",0.0531294043816977
"52",0.0517761332823043
"53",0.0517761332823043
"54",0.0540842408676246
"55",0.0540842408676246
"56",0.0540842408676246
"57",0.0540842408676246
"58",0.0540842408676246
"59",0.0540842408676246
"60",0.0552441733406931
"61",0.0540396976369524
"62",0.0540396976369524
"63",0.0540396976369524
"64",0.0540396976369524
"65",0.05539829707422
"66",0.054722247087269
"67",0.054722247087269
"68",0.0510568316227959
"69",0.0510568316227959
"70",0.0523896547167276
"71",0.0522379310785911
"72",0.0537632929527314
"73",0.0537632929527314
"74",0.0522598155324795
"75",0.0522598155324795
"76",0.0543149109864341
"77",0.0531090252474634
"78",0.0531090252474634
"79",0.0531090252474634
"80",0.0521138719041036
"81",0.0521138719041036
"82",0.0524337627746083
"83",0.0530315923438621
"84",0.0530315923438621
"85",0.0532497594008479
"86",0.0532497594008479
"87",0.0532497594008479
"88",0.0532497594008479
"89",0.0532497594008479
"90",0.0532497594008479
"91",0.0536036791021291
"92",0.0536036791021291
"93",0.0536036791021291
"94",0.0536036791021291
"95",0.0536036791021291
"96",0.0517680843045961
"97",0.0526189226752728
"98",0.0503850725801026
"99",0.0503850725801026
"100",0.0503850725801026
"101",0.0503850725801026
"102",0.0503850725801026
"103",0.0500197134403854
"104",0.0530803873944805
"105",0.0530803873944805
"106",0.0530803873944805
"107",0.0530803873944805
"108",0.0540446619716863
"109",0.0540446619716863
"110",0.0540446619716863
"111",0.0540446619716863
"112",0.0540446619716863
"113",0.0540446619716863
"114",0.0540446619716863
"115",0.0540446619716863
"116",0.0540446619716863
"117",0.0540446619716863
"118",0.0540446619716863
"119",0.052471037185326
"120",0.052471037185326
"121",0.052471037185326
"122",0.0547603827313042
"123",0.0543122755900105
"124",0.0543122755900105
"125",0.0543122755900105
"126",0.0530338840726471
"127",0.0530338840726471
"128",0.0530338840726471
"129",0.0530338840726471
"130",0.0530338840726471
"131",0.0544776390738401
"132",0.0544776390738401
"133",0.0544418987962879
"134",0.0544418987962879
"135",0.0539360975913224
"136",0.0539360975913224
"137",0.0539360975913224
"138",0.0539360975913224
"139",0.0539360975913224
"140",0.0539360975913224
"141",0.0539360975913224
"142",0.0539360975913224
"143",0.0540832814663018
"144",0.0540832814663018
"145",0.0522541967875682
"146",0.0527876783900639
"147",0.0527876783900639
"148",0.0526027768674436
"149",0.0526027768674436
"150",0.0526027768674436
"151",0.0544263343346853
"152",0.0514482254314602
"153",0.0514482254314602
"154",0.0514482254314602
"155",0.0514482254314602
"156",0.0518588523359339
"157",0.0515478175170854
"158",0.0515478175170854
"159",0.053314764609582
"160",0.053314764609582
"161",0.053314764609582
"162",0.053314764609582
"163",0.0512266021344321
"164",0.0512266021344321
"165",0.0538241631034728
"166",0.0538241631034728
"167",0.0538241631034728
"168",0.0538241631034728
"169",0.0538241631034728
"170",0.0538241631034728
"171",0.0538241631034728
"172",0.0538241631034728
"173",0.0554892432486894
"174",0.0542557402759362
"175",0.0516066395803911
"176",0.0516066395803911
"177",0.0516066395803911
"178",0.0516066395803911
"179",0.0516066395803911
"180",0.0520641303217609
"181",0.0520641303217609
"182",0.050728829823678
"183",0.050728829823678
"184",0.0508868872390187
"185",0.0537600044251637
"186",0.0537600044251637
"187",0.0537600044251637
"188",0.0537600044251637
"189",0.0537600044251637
"190",0.0537600044251637
"191",0.0537600044251637
"192",0.0503034850355713
"193",0.0503034850355713
"194",0.0503034850355713
"195",0.0503034850355713
"196",0.0540589880436727
"197",0.0540589880436727
"198",0.0540589880436727
"199",0.0540589880436727
"200",0.0540589880436727
"201",0.0540589880436727
"202",0.0540589880436727
"203",0.052052506271029
"204",0.052052506271029
"205",0.0504388700667378
"206",0.0504388700667378
"207",0.0504388700667378
"208",0.0512484688118535
"209",0.0521476357472434
"210",0.0521476357472434
"211",0.0521476357472434
"212",0.0535445685582086
"213",0.0535445685582086
"214",0.0519586669985309
"215",0.0519586669985309
"216",0.0519586669985309
"217",0.0519586669985309
"218",0.0519586669985309
"219",0.0519586669985309
"220",0.0519586669985309
"221",0.0517344523142499
"222",0.0517344523142499
"223",0.0545247620968755
"224",0.0545247620968755
"225",0.0545247620968755
"226",0.0510447565338779
"227",0.0510447565338779
"228",0.0510447565338779
"229",0.0510447565338779
"230",0.052068325924383
"231",0.052068325924383
"232",0.0523255944280769
"233",0.0523255944280769
"234",0.0523255944280769
"235",0.052758892856798
"236",0.052758892856798
"237",0.052758892856798
"238",0.0512351637389677
"239",0.0512351637389677
"240",0.0512351637389677
"241",0.0512351637389677
"242",0.0512351637389677
"243",0.0512351637389677
"244",0.0512351637389677
"245",0.0512351637389677
"246",0.0512351637389677
"247",0.0512351637389677
"248",0.0512351637389677
"249",0.0512351637389677
"250",0.0500599453141524
"251",0.0500599453141524
"252",0.0512851011962864
"253",0.0512851011962864
"254",0.0512851011962864
"255",0.0512851011962864
"256",0.0512851011962864
"257",0.0512851011962864
"258",0.0512851011962864
"259",0.0512851011962864
"260",0.0512851011962864
"261",0.0514840119149859
"262",0.0537155261532789
"263",0.0521109374524298
"264",0.0567432792571021
"265",0.0567432792571021
"266",0.0567432792571021
"267",0.0557694062742032
"268",0.0557694062742032
"269",0.0552207196322039
"270",0.0552207196322039
"271",0.0553007444623368
"272",0.0546494880498596
"273",0.0546494880498596
"274",0.0546494880498596
"275",0.0546494880498596
"276",0.0546494880498596
"277",0.053423533007437
"278",0.0556439277571625
"279",0.0556439277571625
"280",0.0556439277571625
"281",0.0524272636919044
"282",0.0510908083149555
"283",0.0510908083149555
"284",0.0510908083149555
"285",0.0510908083149555
"286",0.0510908083149555
"287",0.0510908083149555
"288",0.0510908083149555
"289",0.0510908083149555
"290",0.0502728840195619
"291",0.0520649541118857
"292",0.0520649541118857
"293",0.0531188972974264
"294",0.0531188972974264
"295",0.0531188972974264
"296",0.0531188972974264
"297",0.0540452605078188
"298",0.0548066480698518
"299",0.0548066480698518
"300",0.0548066480698518
"301",0.0548066480698518
"302",0.0505400866311874
"303",0.0505400866311874
"304",0.0505400866311874
"305",0.0541613609019584
"306",0.0519528384731861
"307",0.0513882372155555
"308",0.0530432781062099
"309",0.0530432781062099
"310",0.0530432781062099
"311",0.0530432781062099
"312",0.0538182409449884
"313",0.0538182409449884
"314",0.0538182409449884
"315",0.0538182409449884
"316",0.0538182409449884
"317",0.0538182409449884
"318",0.0538182409449884
"319",0.0538182409449884
"320",0.0538182409449884
"321",0.0538182409449884
"322",0.0538182409449884
"323",0.051681296446975
"324",0.051681296446975
"325",0.051681296446975
"326",0.051681296446975
"327",0.051681296446975
"328",0.051681296446975
"329",0.0508859254584696
"330",0.0508859254584696
"331",0.0519758482578123
"332",0.0519758482578123
"333",0.0519758482578123
"334",0.0519758482578123
"335",0.0519758482578123
"336",0.0512026046836478
"337",0.0512026046836478
"338",0.0512026046836478
"339",0.0512026046836478
"340",0.0536590069130689
"341",0.0536590069130689
"342",0.0536590069130689
"343",0.0536590069130689
"344",0.0536590069130689
"345",0.0536590069130689
"346",0.0536590069130689
"347",0.0536590069130689
"348",0.0516355427714401
"349",0.0516355427714401
"350",0.0516355427714401
"351",0.0516355427714401
"352",0.0516355427714401
"353",0.0516355427714401
"354",0.051215264157065
"355",0.051215264157065
"356",0.051215264157065
"357",0.051215264157065
"358",0.0531950184952862
"359",0.0531950184952862
"360",0.0531950184952862
"361",0.0531950184952862
"362",0.0531950184952862
"363",0.0531950184952862
"364",0.0531950184952862
"365",0.0531950184952862
"366",0.0531950184952862
"367",0.0532783793436697
"368",0.0542392821196736
"369",0.0542392821196736
"370",0.0542392821196736
"371",0.0524844853337932
"372",0.0537708563794028
"373",0.0537708563794028
"374",0.0537708563794028
"375",0.0537708563794028
"376",0.0537708563794028
"377",0.0525537203899738
"378",0.0525537203899738
"379",0.0525537203899738
"380",0.0525537203899738
"381",0.0525537203899738
"382",0.0506839005328089
"383",0.05078332190645
"384",0.05078332190645
"385",0.0548957024402045
"386",0.0548957024402045
"387",0.0548957024402045
"388",0.0548957024402045
"389",0.0548957024402045
"390",0.0548957024402045
"391",0.0532868397656079
"392",0.0532868397656079
"393",0.0527244858216162
"394",0.0527244858216162
"395",0.0536151320396847
"396",0.0536151320396847
"397",0.0536151320396847
"398",0.0521775045088442
"399",0.0521775045088442
"400",0.0521775045088442
"401",0.0521775045088442
"402",0.0521775045088442
"403",0.0521775045088442
"404",0.0521775045088442
"405",0.0521775045088442
"406",0.0521775045088442
"407",0.0521775045088442
"408",0.0521775045088442
"409",0.0521775045088442
"410",0.0517480413774436
"411",0.0518567735190451
"412",0.0533463673380558
"413",0.0533463673380558
"414",0.0533463673380558
"415",0.0517494918168605
"416",0.0517494918168605
"417",0.0567410501455408
"418",0.0567410501455408
"419",0.0567410501455408
"420",0.0554297831386923
"421",0.0554297831386923
"422",0.0500175058218538
"423",0.0551781552030165
"424",0.0527128819123976
"425",0.0527128819123976
"426",0.0527128819123976
"427",0.0527128819123976
"428",0.0527128819123976
"429",0.0527128819123976
"430",0.0527128819123976
"431",0.0527128819123976
"432",0.0527128819123976
"433",0.0543106818384449
"434",0.0543106818384449
"435",0.0543106818384449
"436",0.0543106818384449
"437",0.0543106818384449
"438",0.0543106818384449
"439",0.0543106818384449
"440",0.0543106818384449
"441",0.0522554824574733
"442",0.0522554824574733
"443",0.0522554824574733
"444",0.0522554824574733
"445",0.0522554824574733
"446",0.0522554824574733
"447",0.0522126553169889
"448",0.0522126553169889
"449",0.0522126553169889
"450",0.0522126553169889
"451",0.0522126553169889
"452",0.0522126553169889
"453",0.05408918781416
"454",0.05408918781416
"455",0.05408918781416
"456",0.0512710422688649
"457",0.0512710422688649
"458",0.0512710422688649
"459",0.0512710422688649
"460",0.0517278517136841
"461",0.0517278517136841
"462",0.0542002665137439
"463",0.0542002665137439
"464",0.0542002665137439
"465",0.0542002665137439
"466",0.0513848859270891
"467",0.0545751961252151
"468",0.0545751961252151
"469",0.0545751961252151
"470",0.0545751961252151
"471",0.0513649592868564
"472",0.0513649592868564
"473",0.0513649592868564
"474",0.0513649592868564
"475",0.0513649592868564
"476",0.0558833527013181
"477",0.0558833527013181
"478",0.0558833527013181
"479",0.0561591211242496
"480",0.0562788754044873
"481",0.0562788754044873
"482",0.0562788754044873
"483",0.0562788754044873
"484",0.0538356078070555
"485",0.0538356078070555
"486",0.0538356078070555
"487",0.0538356078070555
"488",0.0538356078070555
"489",0.0538356078070555
"490",0.0538356078070555
"491",0.0538356078070555
"492",0.0538356078070555
"493",0.055082353291044
"494",0.055082353291044
"495",0.0526738346266345
"496",0.0526738346266345
"497",0.0526738346266345
"498",0.0531371907851728
"499",0.0531371907851728
"500",0.0531371907851728
"501",0.0531371907851728
"502",0.0531371907851728
"503",0.0531371907851728
"504",0.0532395557425416
"505",0.0532395557425416
"506",0.0532395557425416
"507",0.0510152050818521
"508",0.0514601746546705
"509",0.0522850674860099
"510",0.0518392428599798
"511",0.0518507194620764
