0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,33,2,3,3,5,2,2,1,3,1,4,3,2,3,4,3,0,3,3,1,4,1,0,3,2,3,4,4,0,3,3,3,1,0,0
0,40,4,6,10,8,6,6,6,7,6,6,8,7,6,9,6,6,6,8,6,7,6,4,6,9,6,6,12,4,6,6,8,6,5,0
0,39,5,6,10,8,6,6,5,8,6,6,9,6,6,9,6,6,6,8,6,7,6,4,6,9,6,6,12,4,6,7,7,6,5,2
0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,4,6,10,8,6,6,6,7,6,6,8,7,6,9,6,6,6,8,6,7,6,4,6,9,6,6,12,4,6,7,7,6,5,0
0,31,1,1,3,3,0,1,0,2,0,1,2,0,2,2,2,0,0,2,0,2,0,0,0,0,2,2,2,1,0,2,1,0,0,0
1,35,2,4,5,6,4,3,3,5,1,6,4,4,4,5,4,3,4,4,4,4,3,0,4,5,4,4,8,0,4,6,4,3,0,1
0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,3,5,7,8,5,5,4,5,4,6,6,5,5,8,5,4,5,5,5,6,5,3,5,5,5,7,7,5,4,6,5,5,2,3
0,32,0,1,2,3,1,1,0,2,0,1,2,0,2,2,2,0,0,2,0,2,0,0,0,0,2,2,2,1,0,2,1,0,0,0
0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,1,3,3,0,1,0,2,0,1,2,0,2,2,2,0,0,2,0,2,0,0,0,0,2,2,2,0,1,2,1,0,0,0
0,35,3,4,6,6,3,3,3,4,2,6,4,4,4,5,4,3,4,4,4,4,3,0,4,5,4,4,8,0,4,4,5,4,0,1
0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,1,3,3,0,1,0,2,0,1,2,0,2,2,2,0,0,2,0,2,0,0,0,0,2,2,2,0,1,2,1,0,0,0
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,1,3,4,3,3,2,1,3,1,4,3,1,4,3,3,1,3,3,0,4,2,0,3,2,3,3,5,0,3,3,3,1,0,0
0,34,1,3,3,5,2,2,2,2,1,4,3,2,3,3,3,1,3,3,1,3,2,0,2,3,3,3,4,1,3,3,2,2,0,0
0,39,5,6,9,9,6,6,6,7,6,6,9,6,6,10,6,6,6,6,7,6,7,4,6,9,6,7,10,4,7,9,6,6,2,5
0,34,1,3,4,4,2,2,0,4,1,4,3,2,3,3,3,1,3,3,0,4,2,0,2,3,3,3,4,1,3,3,3,0,1,0
0,32,0,1,2,4,0,1,0,2,0,1,2,0,2,2,2,0,0,2,0,2,0,0,0,0,2,2,3,0,0,2,1,0,0,0
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,4,4,4,6,4,4,2,4,3,5,4,4,4,5,4,3,4,4,4,4,3,0,5,4,4,5,7,0,5,4,4,4,0,1
0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,10,10,17,13,13,10,13,13,11,12,15,11,11,17,10,13,10,14,11,16,10,10,10,16,10,14,15,11,10,15,12,12,10,10
0,34,1,3,3,4,3,2,0,4,1,4,3,2,3,3,3,1,3,3,0,4,2,0,3,2,3,3,4,2,1,4,3,1,0,0
0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,8,9,15,12,11,9,10,14,9,10,13,10,11,14,9,11,9,13,9,15,8,9,10,13,9,12,15,9,9,13,11,10,9,7
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,5,4,4,7,2,4,2,4,3,5,5,3,5,5,4,3,4,4,2,5,4,0,4,4,4,5,7,1,4,4,5,3,1,0
0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
