,prob_transmission,Run,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,isolation_factor,cleaningDay,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
0,1e-08,0,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
1,1e-08,1,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
2,1e-08,2,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
3,1e-08,3,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
4,1e-08,4,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
5,1e-08,5,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
6,1e-08,6,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
7,1e-08,7,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
8,1e-08,8,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
9,1e-08,9,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
10,1e-08,10,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
11,1e-08,11,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
12,1e-08,12,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
13,1e-08,13,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
14,1e-08,14,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
15,1e-08,15,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
16,1e-08,16,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
17,1e-08,17,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
18,1e-08,18,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
19,1e-08,19,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
20,1e-08,20,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
21,1e-08,21,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
22,1e-08,22,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
23,1e-08,23,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
24,1e-08,24,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
25,1e-08,25,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
26,1e-08,26,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
27,1e-08,27,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
28,1e-08,28,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
29,1e-08,29,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
30,1e-08,30,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
31,1e-08,31,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
32,1e-08,32,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
33,1e-08,33,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
34,1e-08,34,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
35,1e-08,35,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
36,1e-08,36,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
37,1e-08,37,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
38,1e-08,38,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
39,1e-08,39,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
40,1e-08,40,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
41,1e-08,41,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
42,1e-08,42,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
43,1e-08,43,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
44,1e-08,44,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
45,1e-08,45,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
46,1e-08,46,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
47,1e-08,47,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
48,1e-08,48,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
49,1e-08,49,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
50,1e-08,50,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
51,1e-08,51,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
52,1e-08,52,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
53,1e-08,53,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
54,1e-08,54,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
55,1e-08,55,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
