x
0.079688772
0.079688772
0.080168519
0.080168519
0.080235563
0.080238066
0.080238066
0.080577202
0.080577202
0.080587916
0.080979304
0.081197185
0.081833938
0.082475925
0.082475925
0.082475925
0.082475925
0.082475925
0.082804219
0.082804219
0.082975585
0.083640367
0.084708058
0.084791116
0.085309901
0.085151371
0.085151371
0.085151371
0.085151371
0.085124792
0.085124792
0.085124792
0.085124792
0.085124792
0.085124792
0.085124792
0.085124792
0.085124792
0.085124792
0.085111654
0.085111654
0.085111654
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085191047
0.085099521
0.085099521
0.085099521
0.085121144
0.085121144
0.085121144
0.085121144
0.085121144
0.085121144
0.085121144
0.085121144
0.085121144
0.085121144
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085166948
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085125744
0.085122659
0.085122659
0.08526535
0.08526535
0.08526535
0.08526535
0.08526535
0.08526535
0.08526535
0.08526535
0.08526535
0.085245444
0.085245444
0.085245444
0.085245444
0.085245444
0.085245444
0.085182807
0.085182807
0.085182807
0.085182807
0.085182807
0.085182807
0.085182807
0.085182807
0.084924879
0.084882206
0.08496825
0.08496825
0.08496825
0.08496825
0.08496825
0.08496825
0.08496825
0.085180642
0.085180642
0.085180642
0.085180642
0.085180642
0.085180642
0.085180642
0.085180642
0.085187963
0.085187963
0.085111682
0.085111682
0.085111682
0.085111682
0.085111682
0.085111682
0.085111682
0.085111682
0.085169458
0.085169458
0.085169458
0.085169458
0.085181032
0.085266905
0.085266905
0.085266905
0.085266905
0.085266905
0.085266905
0.085266905
0.085266905
0.085266905
0.085275956
0.085275956
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.085255853
0.08513413
0.08513413
0.08513413
0.08513413
0.08513413
0.08513413
0.085150581
