,0.8,0.95,0.99
0,3,2,2
1,51,4,0
2,0,0,0
3,18,1,0
4,52,0,0
5,85,4,1
6,60,0,1
7,5,0,0
8,13,6,4
9,51,1,0
10,64,12,0
11,37,2,10
12,16,17,4
13,29,3,0
14,42,0,1
15,4,0,3
16,59,0,2
17,0,0,0
18,11,0,1
19,36,7,0
20,13,8,2
21,29,4,0
22,1,0,0
23,0,0,1
24,93,0,3
25,59,1,0
26,45,0,0
27,36,6,0
28,7,7,7
29,65,1,0
30,24,0,2
31,52,7,0
32,56,6,0
33,26,1,0
34,77,1,0
35,0,12,0
36,37,0,5
37,41,0,0
38,33,0,2
39,41,0,0
40,21,2,0
41,11,3,0
42,0,2,0
43,34,0,1
44,57,0,0
45,2,2,0
46,1,18,1
47,32,0,0
48,8,0,11
49,44,0,0
