,cleaningDay,Run,HCW_related_infecs,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,prob_transmission,isolation_factor,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
315,30,315,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
316,30,316,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
317,30,317,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
318,30,318,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
319,30,319,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
320,30,320,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
321,30,321,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
322,30,322,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
323,30,323,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
324,30,324,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
325,30,325,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
326,30,326,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
327,30,327,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
328,30,328,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
329,30,329,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
330,30,330,2,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
331,30,331,2,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
332,30,332,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
333,30,333,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
334,30,334,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
335,30,335,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
336,30,336,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
337,30,337,1,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
338,30,338,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
339,30,339,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
340,30,340,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
341,30,341,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
342,30,342,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
343,30,343,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
344,30,344,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
345,30,345,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
346,30,346,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
347,30,347,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
348,30,348,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
349,30,349,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
350,30,350,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
351,30,351,2,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
352,30,352,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
353,30,353,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
354,30,354,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
355,30,355,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
356,30,356,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
357,30,357,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
358,30,358,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
359,30,359,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
360,30,360,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
361,30,361,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
362,30,362,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
363,30,363,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
364,30,364,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
365,30,365,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
366,30,366,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
367,30,367,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
368,30,368,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
369,30,369,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
370,30,370,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
371,30,371,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
372,30,372,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
373,30,373,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
374,30,374,0,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
375,30,375,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
376,30,376,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
377,30,377,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
378,30,378,0,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
379,30,379,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
380,30,380,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
381,30,381,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
382,30,382,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
383,30,383,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
384,30,384,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
385,30,385,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
386,30,386,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
387,30,387,1,7,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
388,30,388,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
389,30,389,1,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
390,30,390,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
391,30,391,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
392,30,392,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
393,30,393,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
394,30,394,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
395,30,395,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
396,30,396,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
397,30,397,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
398,30,398,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
399,30,399,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
400,30,400,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
401,30,401,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
402,30,402,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
403,30,403,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
404,30,404,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
405,30,405,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
406,30,406,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
407,30,407,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
408,30,408,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
409,30,409,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
410,30,410,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
411,30,411,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
412,30,412,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
413,30,413,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
414,30,414,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
415,30,415,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
416,30,416,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
417,30,417,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
418,30,418,1,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
419,30,419,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
420,30,420,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
421,30,421,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
422,30,422,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
423,30,423,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
424,30,424,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
425,30,425,2,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
426,30,426,1,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
427,30,427,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
428,30,428,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
429,30,429,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
430,30,430,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
431,30,431,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
432,30,432,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
433,30,433,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
434,30,434,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
435,30,435,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
436,30,436,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
437,30,437,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
438,30,438,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
439,30,439,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
440,30,440,0,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
441,30,441,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
442,30,442,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
443,30,443,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
444,30,444,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
445,30,445,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
446,30,446,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
447,30,447,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
448,30,448,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
449,30,449,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
450,30,450,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
451,30,451,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
452,30,452,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
453,30,453,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
454,30,454,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
455,30,455,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
456,30,456,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
457,30,457,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
458,30,458,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
459,30,459,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
460,30,460,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
461,30,461,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
462,30,462,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
463,30,463,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
464,30,464,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
465,30,465,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
466,30,466,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
467,30,467,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
468,30,468,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
469,30,469,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
470,30,470,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
471,30,471,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
472,30,472,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
473,30,473,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
474,30,474,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
475,30,475,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
476,30,476,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
477,30,477,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
478,30,478,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
479,30,479,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
480,30,480,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
481,30,481,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
482,30,482,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
483,30,483,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
484,30,484,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
485,30,485,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
486,30,486,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
487,30,487,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
488,30,488,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
489,30,489,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
490,30,490,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
491,30,491,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
492,30,492,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
493,30,493,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
494,30,494,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
495,30,495,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
496,30,496,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
497,30,497,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
498,30,498,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
499,30,499,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
500,90,500,4,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
501,90,501,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
502,90,502,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
503,90,503,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
504,90,504,4,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
505,90,505,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
506,90,506,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
507,90,507,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
508,90,508,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
509,90,509,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
510,90,510,5,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
511,90,511,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
512,90,512,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
513,90,513,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
514,90,514,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
515,90,515,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
516,90,516,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
517,90,517,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
518,90,518,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
519,90,519,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
520,90,520,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
521,90,521,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
522,90,522,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
523,90,523,4,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
524,90,524,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
525,90,525,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
526,90,526,5,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
527,90,527,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
528,90,528,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
529,90,529,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
530,90,530,3,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
531,90,531,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
532,90,532,4,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
533,90,533,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
534,90,534,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
535,90,535,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
536,90,536,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
537,90,537,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
538,90,538,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
539,90,539,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
540,90,540,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
541,90,541,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
542,90,542,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
543,90,543,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
544,90,544,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
545,90,545,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
546,90,546,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
547,90,547,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
548,90,548,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
549,90,549,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
550,90,550,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
551,90,551,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
552,90,552,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
553,90,553,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
554,90,554,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
555,90,555,4,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
556,90,556,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
557,90,557,5,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
558,90,558,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
559,90,559,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
560,90,560,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
561,90,561,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
562,90,562,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
563,90,563,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
564,90,564,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
565,90,565,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
566,90,566,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
567,90,567,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
568,90,568,3,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
569,90,569,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
570,90,570,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
571,90,571,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
572,90,572,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
573,90,573,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
574,90,574,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
575,90,575,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
576,90,576,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
577,90,577,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
578,90,578,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
579,90,579,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
580,90,580,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
581,90,581,3,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
582,90,582,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
583,90,583,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
584,90,584,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
585,90,585,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
586,90,586,5,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
587,90,587,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
588,90,588,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
589,90,589,6,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
590,90,590,1,7,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
591,90,591,5,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
592,90,592,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
593,90,593,1,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
594,90,594,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
595,90,595,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
596,90,596,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
597,90,597,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
598,90,598,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
599,90,599,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
600,90,600,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
601,90,601,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
602,90,602,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
603,90,603,7,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
604,90,604,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
605,90,605,6,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
606,90,606,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
607,90,607,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
608,90,608,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
609,90,609,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
610,90,610,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
611,90,611,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
612,90,612,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
613,90,613,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
614,90,614,3,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
615,90,615,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
616,90,616,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
617,90,617,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
618,90,618,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
619,90,619,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
620,90,620,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
621,90,621,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
622,90,622,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
623,90,623,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
624,90,624,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
625,90,625,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
626,90,626,4,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
627,90,627,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
628,90,628,0,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
629,90,629,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
630,90,630,5,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
631,90,631,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
632,90,632,4,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
633,90,633,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
634,90,634,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
635,90,635,5,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
636,90,636,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
637,90,637,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
