,3,7,10
0,0,0,3
1,36,4,7
2,4,0,1
3,17,1,0
4,0,22,6
5,10,13,17
6,0,12,12
7,21,0,0
8,0,3,0
9,1,0,0
10,2,0,5
11,9,0,10
12,17,22,0
13,0,12,0
14,1,3,0
15,6,1,1
16,0,1,0
17,18,21,42
18,0,3,17
19,21,0,14
20,9,2,0
21,0,2,0
22,0,5,0
23,1,0,28
24,24,19,0
25,18,12,7
26,0,1,0
27,10,0,27
28,14,20,18
29,1,0,8
30,3,0,0
31,2,0,0
32,0,9,0
33,0,5,2
34,6,1,1
35,0,0,1
36,1,0,7
37,1,1,13
38,7,4,0
39,0,3,0
40,8,0,0
41,0,3,0
42,0,1,16
43,7,0,1
44,21,1,7
45,2,1,1
46,0,0,5
47,0,5,5
48,0,0,0
49,0,3,1
